2.213494757094910947e-02,1.899523387045162770e-02,9.834579743871891918e-08,1.134519911767433185e-11,1.481243136996812312e-13
1.718439506852045353e-06,1.474688847444537851e-06,7.627860579409819906e-12,8.784490840658992244e-16,1.147158404548767807e-17
-2.692447126913015440e-06,-2.310539146253072760e-06,-1.277545535032664134e-11,-1.334555451585489099e-15,-1.160407113696766337e-17
-2.495563440292436833e-02,-2.141582266457203731e-02,-7.068731249440314870e-08,-3.740143379113036229e-12,-2.680751500592130110e-14
2.366649595345259732e-02,2.030954101377388174e-02,-1.148211899644888689e-08,-8.895918280876510527e-12,1.084171500070941462e-14
-7.809121387491581930e-05,-6.701442892637951402e-05,-8.930355570558923228e-11,-7.278105329932456251e-16,-2.093707946496171915e-16
-3.995689347033710981e-02,-3.428924029627767461e-02,-5.547733339821444607e-08,6.619234094880429144e-12,-3.271159498547861394e-14
-3.024379603200571739e-02,-2.595388929279263124e-02,-4.125811277581438452e-08,-3.410328842342496459e-12,-1.844491303007104997e-13
-7.697001902598356489e-03,-6.605226905215777836e-03,4.773371485306405408e-09,-2.642441346898814832e-12,-7.920540721437659661e-14
-3.352107401001409165e-02,-2.876630443184947233e-02,4.551261041945634699e-08,9.949760410436952221e-12,-3.556367553381483164e-14
-1.235823434592028293e-02,-1.060529060998095796e-02,1.040770493584673528e-07,4.709649816568418497e-12,1.580276423639403774e-13
6.341040705411990150e-03,5.441600925201330041e-03,-1.516532824516652896e-08,-3.360594297056877628e-12,-5.477315398150407206e-15
7.863379817461487592e-03,6.748005079573525349e-03,-3.184334944203960989e-09,1.031337675174312518e-11,-6.475456532478839225e-14
2.338565068566843611e-02,2.006853201540723802e-02,5.519125578969552639e-08,3.999239482539343682e-12,-9.410752398556560627e-14
1.573417238672774124e-02,1.350237145518062842e-02,-3.472121346189788774e-08,7.435252961627542500e-13,8.127772108565506801e-14
-1.337197982938062926e-02,-1.147524218685825638e-02,4.317373435390342944e-08,-1.081096444542438900e-12,-1.231634967749330082e-13
2.332372392464044514e-02,2.001538920561317381e-02,-5.612566147722900027e-08,-4.001722682134470514e-13,-2.930061250397083451e-14
3.064669717986582415e-03,2.629964125383822942e-03,-2.110647315392952975e-08,-3.261757209110568405e-13,-5.048762381940831317e-15
-1.102395032670258797e-02,-9.460267026192932874e-03,-9.777158263745607443e-08,-3.560646963938926359e-12,-4.301922073224159796e-14
2.228107689178339054e-02,1.912063559619251243e-02,-7.314677849372834670e-08,4.255268085633587318e-12,5.262585362196381316e-14
-8.665393538959986416e-03,-7.436257814682394399e-03,7.130746119234704340e-08,7.783864712962929337e-12,-1.669970166745902024e-13
1.834136894665633344e-02,1.573975233188346090e-02,1.402112871612156414e-07,3.869420120576570851e-12,-9.274509445153948462e-14
-2.140448107481414050e-02,-1.836837980250602062e-02,-4.087184554627900068e-08,2.505493132186479172e-12,1.213667712951005446e-13
-2.284026636848376229e-02,-1.960050729472560122e-02,3.573229816223327353e-08,2.235177942900241959e-12,-8.504361996765650213e-14
-6.966270420282996874e-03,-5.978145437840554424e-03,3.931319653150135464e-08,9.571647573816647176e-13,-7.962670398104351862e-14
-1.953994193752440003e-02,-1.676831470816303460e-02,2.993550150203667328e-08,4.864069326847997327e-12,4.241660944216263741e-15
-8.503834131398456397e-03,-7.297614670361860650e-03,1.394155996919381081e-08,1.457262034132122097e-11,1.109165250677297734e-14
