2.070788416405959856e-02,1.735250395318066723e-03,1.579180370047973014e-66
-1.341043441852643996e-06,-1.123748879398697162e-07,-1.021429638036263438e-70
-2.920823776470553812e-06,-2.447551170653906238e-07,-2.412910977387426219e-70
-2.307885991921501678e-02,-1.933930114782785644e-03,-1.148997252107312647e-66
1.828715160940633244e-02,1.532401224966252083e-03,-2.945444488218916202e-67
-3.812847851582657627e-02,-3.195037063820160492e-03,-1.020021276144554343e-66
-2.345218735595695769e-02,-1.965213686636749137e-03,-6.606274155494881828e-67
-2.135591497979376710e-02,-1.789553177788405242e-03,-3.729861915979141944e-67
-3.140576268645899755e-02,-2.631696299109473076e-03,8.632426085356575072e-67
-1.242440623732595992e-02,-1.041123065210646697e-03,9.361281610235880649e-67
-3.595732895991583800e-03,-3.013102101496435096e-04,1.269707778806579234e-66
7.659140680138966026e-03,6.418099882978407214e-04,4.215259335488061455e-67
1.415396804609560417e-02,1.186054473393990862e-03,7.959060452726613774e-67
-1.808450236248273016e-02,-1.515419906013043289e-03,4.409235009375237310e-67
7.150853154733686351e-04,5.992172191669761588e-05,1.421093815186681613e-66
2.967825090056310303e-02,2.486936675883707863e-03,-2.063405129334999116e-66
2.269079664922702202e-02,1.901411730126961047e-03,2.398318593469513414e-66
-2.511653002980077445e-02,-2.104679952714419867e-03,1.469590041087493371e-66
1.630361881895515952e-02,1.366187910680321995e-03,-1.028152205478174572e-66
2.835046891628500553e-03,2.375673053059311956e-04,9.574189919821570399e-68
-4.911437544143453654e-03,-4.115617932056770431e-04,-1.981856844699828475e-67
2.333229713311644332e-02,1.955167292957419017e-03,1.696907573948915308e-66
2.699553500536932757e-02,2.262134190956846102e-03,-7.480124530714701185e-67
2.232600025536441400e-03,1.870843030705469435e-04,-3.933302427177261712e-67
2.546935903605138454e-02,2.134245825679792225e-03,-4.366277349264426576e-67
1.636892890123657976e-02,1.371660673865563417e-03,-2.519006592204418674e-67
3.804669493379538828e-04,3.188183877275468421e-05,7.808615584685514004e-68
6.807646915087445585e-03,5.704577013760216229e-04,7.774907649137028319e-67
6.568448443076357890e-03,5.504136814351634271e-04,-5.717011323132912526e-68
-4.842805327816730732e-04,-4.058106464646498297e-05,7.128028001734025225e-68
-5.935923038771950128e-03,-4.974101998061649906e-04,-4.326520137123898636e-68
-1.809526251115933597e-04,-1.516321569944261815e-05,6.383518638115327060e-67
1.936639107249762265e-02,1.622837828249197112e-03,-5.734403680353264845e-67
2.271380072032182229e-03,1.903339393192088086e-04,1.184163186078293667e-67
-6.357818771846947574e-04,-5.327636300175487183e-05,-1.111931365122809598e-67
5.566859939009422475e-04,4.664839649142534916e-05,6.331117222223677009e-68
-6.112295164479124993e-03,-5.121895852050018872e-04,2.444353916713542691e-67
-1.686868566465572414e-02,-1.413538594101962712e-03,1.584803079478228920e-67
2.028117686137144351e-03,1.699493771908308648e-04,-3.053086535737142062e-67
4.268868876606018992e-03,3.577167202117243535e-04,6.099296235015505837e-68
-6.831511175961126059e-03,-5.724574454246435240e-04,-2.603147831564471182e-68
1.868945476762593817e-04,1.566112863920038776e-05,-1.578901138451610741e-67
2.114678818728852987e-03,1.772029062505239806e-04,-7.856469600619599573e-68
-9.809237085487513066e-03,-8.219807680740122023e-04,1.208482148105723766e-67
9.142267550262615349e-04,7.660909852014505641e-05,-5.985322397589121809e-68
-8.356388147256547634e-04,-7.002369590767864086e-05,-1.035323009165999689e-67
3.599067634347176848e-03,3.015896499033212112e-04,1.267736514088822736e-67
3.538782756207546967e-03,2.965379817659922167e-04,2.276135388187114201e-67
-2.657281706202095444e-04,-2.226711862318853780e-05,-1.517786511844346114e-67
-2.237788950059876143e-04,-1.875191173305916788e-05,5.100974004435904354e-67
-3.302835798069536730e-03,-2.767664276496643373e-04,-3.588219654641038495e-68
-7.882768994213385297e-03,-6.605492818599996083e-04,-2.367243316623389368e-67
-1.765210633736329082e-02,-1.479186586974902016e-03,1.378082844880086585e-67
4.384776422763667775e-03,3.674293791051771638e-04,2.473457932001547899e-67
-5.551089621978647776e-03,-4.651624658834851945e-04,-1.513425365958646245e-67
-1.204598829756478671e-03,-1.009412926485273406e-04,2.001073982279714720e-68
1.985340201901024046e-02,1.663647692297058091e-03,-3.753165028232210734e-68
3.396743195063332919e-03,2.846355487277163021e-04,1.282088362488090999e-67
3.923079584071158081e-03,3.287407513577880530e-04,-1.920253100953543251e-67
-6.488307624894134934e-04,-5.436981529280086872e-05,-6.134966244265487816e-68
-7.040333611958036510e-03,-5.899560566657412056e-04,1.696145502908068274e-67
2.091414669697249686e-03,1.752534495371100079e-04,-6.276889434711790083e-68
-2.342624372600229932e-03,-1.963039698518158490e-04,2.324548283087471005e-67
9.724819470161032500e-03,8.149068584844013042e-04,1.990549915622880637e-67
-3.324159950744464607e-05,-2.785533192597817187e-06,-7.357683089903603517e-68
-2.262330373823847208e-03,-1.895756053307577009e-04,-6.730215118694171170e-68
2.663943712571018897e-03,2.232294397495976303e-04,5.008744730779717404e-68
5.893274529036226497e-04,4.938363994698765226e-05,-1.308086337609998856e-67
-4.504030796419653329e-03,-3.774224907815092699e-04,-3.969718382250621079e-67
-4.456384415140702063e-03,-3.734298857769112836e-04,-1.945326832750056257e-67
-3.150073916036792189e-03,-2.639655005205189769e-04,-4.340615863835457728e-67
-2.986179765567153338e-03,-2.502317270871613764e-04,-1.584757529977202639e-67
1.583734907257679193e-03,1.327116088793286401e-04,7.501604189686878383e-68
6.415498349807759746e-04,5.375969828419616326e-05,-2.076927809961008165e-67
5.613625092109594599e-04,4.704027259887984697e-05,-4.472248364215145075e-68
-5.103831781550703141e-03,-4.276837771744250666e-04,2.651622878612044255e-67
2.039378584440022096e-03,1.708930022408958421e-04,-1.408676277281636202e-67
1.320993344882327681e-03,1.106947578884116910e-04,1.020181583583704927e-67
-1.641910826433123005e-03,-1.375865534148412229e-04,-4.260218058030015820e-68
6.029418272068386847e-04,5.052447829665443854e-05,-9.896858608130023684e-68
4.827777931817769756e-03,4.045514016946321029e-04,7.703270136828905576e-68
3.848327349057269545e-03,3.224767678273445458e-04,-1.452284456064705307e-67
-3.855269211571634921e-03,-3.230584723402303874e-04,9.060161402562500179e-68
-7.786828683561885459e-04,-6.525098095190195633e-05,8.190948003180294152e-68
-9.023494148305008858e-04,-7.561381773216354057e-05,7.525930085370700626e-68
3.122928757481194598e-03,2.616908283839601925e-04,-5.206816785664005004e-68
-6.279159974083727176e-03,-5.261722897896825828e-04,-1.637695431514849280e-67
1.495516319904412108e-03,1.253191907371514258e-04,-1.022001580886685889e-67
3.349323362927744685e-03,2.806619277722190511e-04,-1.203923678229668335e-67
1.015470520503293983e-03,8.509298237216982161e-05,-8.488227377715440517e-68
1.158714675836658480e-03,9.709635631412294834e-05,-8.399892244392011260e-68
-3.733803364104652193e-03,-3.128800466659419164e-04,-6.619872427791833889e-68
-3.458211348063211597e-03,-2.897863712815581172e-04,1.977652380322669029e-67
-1.738107408575807105e-03,-1.456475004370596539e-04,2.434285290391337611e-67
-4.046099510726154994e-03,-3.390494035923924290e-04,1.095721049154450796e-67
-3.728684666718540958e-04,-3.124511172012088962e-05,-2.120375077917743331e-68
-2.401765858755919390e-03,-2.012598256225130026e-04,2.277637457222360162e-68
-2.442559767672990677e-03,-2.046782167054584224e-04,2.983619022283887197e-68
-2.559497309465193476e-03,-2.144771857365313796e-04,-3.642469894029203127e-68
3.445376889737736606e-03,2.887108872432717099e-04,-6.199312942479061866e-68
5.887971661386912775e-03,4.933920371630314905e-04,-2.347862276487384547e-67
-7.878902488658979728e-03,-6.602252818201775073e-04,7.916746626976755306e-68
-5.921631738025989831e-04,-4.962126373182075654e-05,-2.456428997635406294e-68
-3.583139505167402209e-03,-3.002549267495569938e-04,8.649574298267900421e-68
