2.207016221959887461e-02,1.874511523695824439e-02,7.394370863735161188e-08,1.101732654569281309e-11,1.339266748409832009e-13
-1.702083179449846754e-06,-1.445650694754867776e-06,-5.697064610641618592e-12,-8.472752884574313048e-16,-1.030184345312561509e-17
2.775730882415890594e-06,2.357544758047431967e-06,9.940627845772542213e-12,1.327918097974668491e-15,1.057327990076165822e-17
2.483884105415594748e-02,2.109667039507151856e-02,5.328219272119519342e-08,3.556615125559917121e-12,2.375711059466194302e-14
2.303709259194466896e-02,1.956636979210931229e-02,-1.003711194535837618e-08,-8.668286860666026097e-12,9.200427410955130663e-15
-6.990529537887998131e-05,-5.937350185815411653e-05,-7.417481857181637687e-11,-4.487043548318018180e-15,-1.933149094334957698e-16
4.008926230064487756e-02,3.404949334368601727e-02,4.432737024439086532e-08,-6.320098920851495645e-12,3.110692645220185183e-14
-2.875558155335398297e-02,-2.442332251843360585e-02,-3.080371829718733805e-08,-3.409369825268735493e-12,-1.601934655957622181e-13
-8.618230534632578821e-03,-7.319824970153953649e-03,3.778158144124301127e-09,-2.742701532332594731e-12,-7.709350020814865278e-14
-3.563272063311431065e-02,-3.026436542822387790e-02,3.259455880446045567e-08,9.801922898143646317e-12,-3.117406160137102335e-14
-1.196660508548478066e-02,-1.016374003465206691e-02,7.752866003732916855e-08,4.415792171438897952e-12,1.448467666653396489e-13
5.116326757487555353e-03,4.345511088897462126e-03,-9.700627015592348453e-09,-3.009395675187309161e-12,1.998700665361573010e-15
5.713465173891505398e-03,4.852685812696215691e-03,-1.063574067037193122e-09,9.483648651398764347e-12,-5.758225745176734650e-14
2.144396679851255302e-02,1.821326117932677013e-02,4.487987599773731928e-08,4.317447226854361985e-12,-9.340708517331850027e-14
1.648617614440347004e-02,1.400240145807487430e-02,-2.157469280564082350e-08,1.142172039004737797e-12,6.152390137838325230e-14
-8.816659254628147688e-03,-7.488358811710208243e-03,2.361369863096904534e-08,-9.766949199816056561e-13,-1.146418188634557111e-13
-2.745448823378777992e-02,-2.331824934467808738e-02,5.914068544865790918e-08,5.487099017303454529e-13,2.190867035444666005e-14
6.097008481491571555e-03,5.178445244266692213e-03,7.503453118158282301e-08,2.870824724566516546e-12,3.149809949514713250e-14
-5.273816347630725168e-03,-4.479273608922671596e-03,-5.408647004036268131e-09,-6.410517085002041542e-13,-6.353861904407341345e-15
-2.281482390223510751e-02,-1.937758766351824549e-02,5.244020218132684104e-08,-3.981218058919970756e-12,-4.007286171562089014e-14
-1.089483396901533632e-02,-9.253439834501157868e-03,5.400428481921916087e-08,6.653389292330501910e-12,-1.516638360710287562e-13
-1.702323706836248243e-02,-1.445854984559892357e-02,-9.935714158237552049e-08,-3.963650057710781788e-12,8.321078681604321248e-14
-2.279867789509718717e-02,-1.936387418187567391e-02,-3.278400488762570314e-08,2.215462856261038667e-12,1.082939548110437431e-13
-2.342389900745235967e-02,-1.989490071820410391e-02,2.842024116048541985e-08,1.794846380481755503e-12,-7.801699155308225525e-14
-1.721887406745808979e-02,-1.462471256140297424e-02,2.908229254806014407e-08,3.004407847725111234e-12,-3.500628858570512072e-14
6.044508263328735205e-03,5.133854605120160772e-03,1.108492416603086728e-08,-2.944082861451881131e-12,-6.745840852122033611e-14
-8.742678047279205111e-03,-7.425523466716075355e-03,1.161398679395646267e-08,1.239827773727341255e-11,-3.541137102690302358e-15
-1.478706291662581335e-04,-1.255927326814931398e-04,1.770830549015239769e-09,1.329249399882943717e-12,-7.433579399373084249e-16
1.289558518364909267e-03,1.095276182885931288e-03,-1.035415267585095698e-08,-3.149818001522808467e-12,-2.960937051797812985e-14
4.732728952806409574e-03,4.019705370667739711e-03,5.516269879355850366e-09,-2.485780610127027522e-12,-1.629213467760978605e-14
5.429959157313175334e-03,4.611892251767682471e-03,1.361455419295961433e-08,-4.489549781015048055e-12,-2.996939185764147915e-14
2.060659804239578854e-03,1.750204874359954661e-03,1.171330291547837171e-08,-1.443841087854718167e-11,2.571027519773844566e-14
-9.924526332424557853e-03,-8.429316827057296846e-03,3.873003383531017404e-08,-1.008944004645745272e-11,-7.693990390867259147e-14
4.947910280462586123e-03,4.202467905154027780e-03,-3.200332407750613053e-09,-3.668680232949982484e-13,6.752214051848518376e-14
-5.628200930551241835e-03,-4.780267311595079970e-03,2.172158736292839378e-08,-9.645296330274585037e-12,-2.000361867051717917e-13
1.058970296189728176e-02,8.994279261330465070e-03,1.852735072305852847e-08,-2.939929562484140311e-12,-3.001162686936866070e-14
-9.099018539042299028e-03,-7.728178404875724571e-03,2.116235467636115348e-08,-1.753352579823049498e-13,-3.454180590034719686e-14
-1.684844910187961254e-03,-1.431009508840303673e-03,1.143714341842305709e-08,7.948170699264986663e-12,-2.577068039047123319e-14
8.115735385736481608e-03,6.893034746396020651e-03,1.551385631698470557e-09,3.279712717685085055e-12,9.124572755148868483e-15
