-1.545653068564205312e-01,-6.855164118430463749e-03,-4.264170855307188729e-02,1.038392596363089115e-01,-8.774907459054101522e-02,2.794809697809778372e-03,-1.123673817717053651e-02,6.443525123814827782e-02,-4.374053958320449180e-03,7.773389358812490477e-03,-4.355272368601459387e-02,4.475799068298242506e-02,6.082635700222904784e-02,-3.718748926300109031e-02,-8.735771291837553243e-02,-3.241912157129075295e-02,-1.611954477462028759e-02,2.426866948815138703e-02,-7.165404767103105213e-03,-7.521134722592644640e-04,-8.780072033636131257e-02,2.218179411672508219e-02,3.067628749946814393e-02,8.470486619198683287e-02,1.665958138601464703e-02,-4.712390518636867288e-03,-8.253216073132243222e-05,-1.959601365489176822e-02,1.969542282498945932e-02,-2.235292709491895277e-02,-1.423257381979119163e-02,3.263150181427306590e-02,-3.320635615561470799e-02,3.326837624208330013e-02,-9.968547978766261961e-03,-3.340808415465156000e-02,-1.799595922663004000e-02,-8.368606437344104296e-03,-1.185119086226169710e-02,-4.656023859183686803e-02,-1.430541109232197350e-02,-1.619447169094868216e-02,-3.103699969195622757e-02,-3.508231728916882952e-02,1.932977972160232483e-02,-2.189500954122314269e-02,2.456367746005211350e-02,7.358624622772050317e-03,4.177072902597751825e-02,-9.862014588778427598e-03
-1.545653068564215582e-01,-6.855164118430593853e-03,-4.264170855307174851e-02,1.038392596363094667e-01,-8.774907459054198666e-02,2.794809697809994345e-03,-1.123673817717064233e-02,6.443525123814869415e-02,-4.374053958320366781e-03,7.773389358812501752e-03,-4.355272368601519062e-02,4.475799068298338262e-02,6.082635700222949193e-02,-3.718748926300153440e-02,-8.735771291837600427e-02,-3.241912157129082928e-02,-1.611954477462013494e-02,2.426866948815131764e-02,-7.165404767103262205e-03,-7.521134722588536598e-04,-8.780072033636170115e-02,2.218179411672551934e-02,3.067628749946867822e-02,8.470486619198666634e-02,1.665958138601462621e-02,-4.712390518636633101e-03,-8.253216073134620335e-05,-1.959601365489131719e-02,1.969542282498889380e-02,-2.235292709491847052e-02,-1.423257381979103203e-02,3.263150181427310059e-02,-3.320635615561445125e-02,3.326837624208327931e-02,-9.968547978766393799e-03,-3.340808415465204573e-02,-1.799595922662997755e-02,-8.368606437344598692e-03,-1.185119086226191568e-02,-4.656023859183763824e-02,-1.430541109232189370e-02,-1.619447169094864053e-02,-3.103699969195640798e-02,-3.508231728916865605e-02,1.932977972160247401e-02,-2.189500954122301085e-02,2.456367746005197472e-02,7.358624622772054653e-03,4.177072902597745580e-02,-9.862014588778441476e-03
-1.270459020612310364e-01,-1.224220054870009573e-02,-7.528937049687335625e-02,-2.090303282861997319e-02,-6.286158585285042677e-02,3.789295384532433836e-02,-2.544591525986767203e-02,2.145751154717338502e-02,1.105009835819387772e-03,-1.492235718865037898e-02,-8.566156739746543652e-03,2.220214156853248660e-02,2.562430517992343379e-02,1.373404437161923966e-02,-3.921438348657588224e-02,-4.641206967893098286e-03,-1.060815151307642999e-02,4.703054364847505248e-02,1.214154730246911652e-02,1.070416406016979662e-02,-3.631824556448717128e-02,-2.397985683476288200e-03,7.963536941603868713e-02,-3.559134943927009381e-02,-2.274637805083247477e-02,-4.309562108759866506e-02,6.519521800266461081e-03,-2.581846380176676392e-02,-3.512492225697641524e-02,2.422563786676061592e-02,-1.898395086740653492e-02,1.254889234052846553e-02,1.848895675574648359e-02,1.134376136346306255e-02,-2.372910137267225314e-02,-8.761397616136118449e-03,9.266668700131609412e-03,9.589752930487213320e-03,5.774053444883143690e-03,-1.367977860959714194e-02,-1.352899113762650631e-02,5.187397356173578666e-02,-1.976293433018951051e-02,4.403626084316480775e-03,5.916811165170467700e-03,2.012444356648524033e-03,1.377459140447148504e-02,-1.717991251660819924e-02,3.639890583481152075e-02,2.345349758253885419e-02
-1.087589147486814067e-01,-3.173180918071382556e-02,-4.586029382770232671e-02,-5.722575509995409676e-02,-4.532638459546227405e-02,-3.757145453651115907e-02,-3.661080567987685941e-02,5.473295411651308076e-03,8.600103821011178748e-03,-9.222380015315242985e-02,-6.216500378270248955e-02,4.067488126191988462e-02,1.769605627454795549e-02,4.437574583644132709e-02,9.156978949204037932e-02,3.500974220594405689e-02,3.425485784358400787e-02,-3.124434473257104231e-02,1.346326863046915737e-03,5.147562086648351659e-02,2.829871945924474028e-03,1.568184591801822028e-02,1.597175093587945016e-02,-1.834106323981366318e-02,3.445733959391731466e-02,-3.951971881627263684e-03,5.812894700854591900e-04,-2.560014373603075946e-02,-2.800318855268564555e-02,2.787762688976385891e-02,-3.447562163660629255e-03,1.825981816475420760e-04,1.175088600246254091e-02,1.708755708083612226e-02,-3.830725620694731132e-02,-8.090787589760502913e-03,-5.244765597211060310e-03,-5.295168334318399840e-04,-7.889892075864294793e-03,6.810782863640132967e-03,4.322671880229398550e-02,-3.647458891928228447e-02,-1.126476287140615144e-02,3.811534396971383298e-02,2.847245209154160642e-02,-2.702362289883614849e-02,-9.075142716353437958e-03,9.106974632192791491e-03,-1.267653209035327945e-02,2.390504478341309164e-02
-1.114262315299168749e-01,-7.213416854890521146e-02,-2.658075687488150457e-02,-4.210408278234003404e-02,-6.380933017445643285e-02,-4.824675704251225883e-02,-3.040689609120190637e-02,-5.710316522453057382e-03,1.799350496498104473e-03,-8.949435498234219188e-02,-5.450651359465989720e-02,3.191077811434441663e-02,1.111299047331682811e-02,3.092307834938506222e-02,9.028125836354694567e-02,4.808224947046485509e-02,1.862626017318776833e-02,-4.295285385999103589e-02,-1.352467028358187578e-02,3.467692111460208421e-02,-1.677374686462222361e-02,2.150974484857559252e-02,-2.225266467670017345e-03,6.048275248148553447e-03,4.206203696301394346e-02,1.393737100482688937e-02,9.053312859614824626e-04,-1.552204753112204107e-02,-8.475227972308436997e-03,2.418643978444249415e-02,-1.458652720320764706e-02,1.127051610329671966e-02,5.132991433662368978e-03,-2.091585291283701124e-03,-3.809867981742336152e-02,-3.201052616867362550e-03,-9.589721395725028102e-03,-9.615725209493505539e-04,-1.113477969052514317e-02,5.701276976991496298e-03,4.136050622653156261e-02,-4.383485052665184178e-02,-8.747200594929883249e-03,3.991823265436154206e-02,2.267402033302461442e-02,-1.901939751323146119e-02,-4.438307999092283573e-03,9.163823659120960696e-03,-1.715228897811970840e-02,1.587096991156697681e-02
-1.149377097761001137e-01,-3.161189387211211371e-02,-4.931547995888351660e-02,-6.569875761745770648e-02,-5.562608732480101015e-02,-3.036372596195084303e-02,-1.615141495239481514e-02,4.039981942759686938e-03,1.266101335568856241e-02,-8.067213862536870561e-02,-6.501916457057335674e-02,4.339789611461761232e-02,1.904505452457753295e-02,4.906804050651417809e-02,8.880451680595327635e-02,2.754559407231246121e-02,1.451252268359022428e-02,-3.248884870316998130e-02,-6.301267886414328159e-04,7.884812400217519612e-02,3.680436290697741697e-02,-3.635949073853646154e-03,-2.989974813149939847e-02,-2.069930284700274153e-02,4.951962741679029334e-02,-1.292594429787629305e-02,-1.450805227399105946e-02,-2.957865373314421103e-03,-1.572209923148850524e-02,3.983389699510096055e-03,9.804498147829425816e-03,-8.733878881953748355e-03,1.497552690061570643e-02,2.097080938053243887e-02,-1.916765626915548429e-02,-6.625936710937743376e-03,1.901000212158591388e-03,-2.264205875237170276e-02,4.972455033432170851e-03,-9.730664194653845106e-03,-2.802385808506618198e-02,1.326805967636673564e-02,5.564808502751295537e-03,-2.143457082393922589e-02,9.328383766210552458e-03,-8.777992894581186992e-03,-1.290348782051221888e-02,-4.170825185328882849e-03,-3.337910689619017195e-03,6.202401881008744004e-03
-1.176327022988695736e-01,-7.205097333597289266e-02,-3.003158860398976587e-02,-5.057420374412746611e-02,-7.414135113041080138e-02,-4.103714410077601710e-02,-9.921404692872741807e-03,-7.164306870915161662e-03,5.886879591000194339e-03,-7.791766028288828194e-02,-5.734957028977939741e-02,3.463150167984113681e-02,1.243200894566449943e-02,3.561208700442809738e-02,8.749170868703524950e-02,4.063637530907408119e-02,-1.147030823216216387e-03,-4.419824425043496902e-02,-1.552946447789525959e-02,6.205277698656297414e-02,1.721544103364166384e-02,2.174459759135933049e-03,-4.825306127502024256e-02,3.689749498029068486e-03,5.714975908130743437e-02,4.944690290790280593e-03,-1.422251254550767514e-02,7.209192627574494659e-03,3.867545013571364963e-03,1.772510885858758997e-04,-1.282582189064061275e-03,2.335361081992757843e-03,8.346060160901174960e-03,1.786204171166472275e-03,-1.886874363603520399e-02,-1.702171424208105211e-03,-2.409909778195109924e-03,-2.318018521973645718e-02,1.747107278540956923e-03,-1.090781707456583809e-02,-3.021942354258147848e-02,6.113894497401060370e-03,8.163223631528554111e-03,-1.986399506095881326e-02,3.403767143894047102e-03,-7.245279764939766996e-04,-8.300214835181738207e-03,-4.177417265475540965e-03,-7.794937083596216801e-03,-1.862776697829198087e-03
-1.169496551122430339e-01,-3.469484367037897754e-02,-5.144574287027361276e-02,-5.907448851499459697e-02,-5.864489335555420069e-02,-2.958459551076761743e-02,-2.157797728237411186e-02,7.460530684469114139e-03,2.164870578515024763e-02,-8.396125058363300420e-02,-6.398272753906568411e-02,3.555448414074652286e-02,1.984835772346875415e-02,4.224891527112697304e-02,8.132801136558404087e-02,3.648482374118230259e-02,5.483283351971647568e-02,-3.392148696416173725e-02,4.894526390004131158e-03,2.983981061434197446e-02,-3.088315312850857530e-02,2.342206533856530659e-02,6.498479418515951123e-02,-4.671804438343497672e-03,2.196418434470665676e-02,-9.696926118719856671e-03,2.836681352273153975e-03,-3.058930980323625037e-02,-3.960368057946757336e-02,6.201736524910599589e-03,2.638211197525327806e-03,-1.014632572914325910e-02,1.556449386483178474e-02,1.109088503450265592e-02,-2.499346348518418498e-02,-6.104532215640583702e-03,-3.017790565723368554e-03,-2.044415535291054312e-02,9.169663953044264806e-03,-1.384349159096571677e-02,-2.310860672476290623e-02,1.396077197221180094e-02,1.372219947098093050e-02,-2.792272560004803103e-02,1.064076319754227347e-02,-8.912906098506528192e-04,-9.303588906572003020e-03,-1.310308387796990486e-02,-7.656234913683792513e-04,7.580484716064846487e-03
-1.196485579003621624e-01,-7.512603528502492800e-02,-3.216756265467314579e-02,-4.396452066873200726e-02,-7.718727583069055764e-02,-4.024581298017432252e-02,-1.531609594849971633e-02,-3.725510573520871439e-03,1.489062156155509034e-02,-8.120279814957465092e-02,-5.632779649267753708e-02,2.676558224035608183e-02,1.326914018998766667e-02,2.877067076936590945e-02,8.000109142866436429e-02,4.958102935589066979e-02,3.926240362093590119e-02,-4.564109746706074278e-02,-9.991278044484814408e-03,1.295961075495664395e-02,-5.064083102122388796e-02,2.928438614191452780e-02,4.693445148297776398e-02,1.979663536177193178e-02,2.953805144394496332e-02,8.196868308437190234e-03,3.155928746266063387e-03,-2.050547755904464503e-02,-2.009504654282070341e-02,2.387550468132581746e-03,-8.480199367102991131e-03,9.186231023336843089e-04,8.938547061887605963e-03,-8.145148541401678322e-03,-2.473416485308712470e-02,-1.208335754742312970e-03,-7.352876395617754211e-03,-2.101537110731174773e-02,6.023844843348007301e-03,-1.505601904582111981e-02,-2.528033391818548456e-02,6.789168635290785195e-03,1.635797750397395556e-02,-2.643141776266517973e-02,4.725107353574044267e-03,7.245200313880214606e-03,-4.666454471063697165e-03,-1.314329305702934166e-02,-5.210659290429071715e-03,-5.305632779477138447e-04
-1.602547091516670907e-01,-4.086480990379210559e-02,-8.606345598234921290e-02,1.178029087251533484e-02,-1.198656423038303998e-01,7.437064016363070795e-02,4.024390210526259531e-02,-2.579370295892311187e-03,1.446986896390418768e-02,-4.718038029374341420e-03,-1.263170347953281557e-02,1.113402464515551166e-02,1.700790138315863217e-02,1.006275237651866640e-02,5.872396098725811593e-03,7.939169473899419793e-02,-5.761528393833029171e-02,5.091910218671404087e-02,3.303653701227982076e-03,2.375050713406282044e-02,1.742164761130772163e-02,-1.678716619288095693e-02,-3.449803556841221641e-02,-1.003629772655192064e-02,5.095366703327880442e-02,4.020606453653476769e-02,3.592336905044747619e-02,4.531982793381131303e-02,3.211198432817574666e-02,-4.192282266059613877e-02,-6.567992076160757099e-04,3.014396803905108196e-02,-2.936545606972251060e-02,5.385680784225106016e-02,1.004862187347587976e-01,9.926923686123883227e-04,3.638618799330568809e-02,3.742894207929089393e-03,-1.053732633988596970e-02,-1.317732217341681606e-03,1.309482346727171981e-02,8.918591879813251135e-04,-5.035850789670906491e-03,6.858222831821212361e-03,1.399806020847507715e-02,-4.795083175234588239e-04,8.922933389894591519e-03,-5.274319898274070113e-03,-2.743004397719943019e-02,-1.445531818197668891e-02
